Model,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elasttime
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,29/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787491,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,30/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787502,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,31/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787512,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,32/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787523,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,33/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787534,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,34/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787545,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,35/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787555,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,36/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787566,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,37/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787577,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,38/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787587,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,39/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787598,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,40/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787609,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,41/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787619,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,42/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787630,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,43/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787641,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,44/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787651,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,45/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787662,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,46/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787673,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,47/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787683,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,48/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-08
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787694,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,49/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-08
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7fbb2a081d30>,0.0089,0.9976,0.039,0.9907,1635787705,0m 11s
