Model,Training,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,15,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.027952675,0.991833329,0.028698163,0.991999984,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,16,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.025403023,0.992200017,0.029183166,0.991400003,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,17,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.0243265,0.99211669,0.028697677,0.991699994,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,18,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.023520449,0.99243331,0.029133435,0.9903,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,19,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.021925384,0.993250012,0.029693566,0.991999984,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,20,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.021971129,0.993200004,0.026330791,0.992500007,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,21,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.020640416,0.993550003,0.024936521,0.9921,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,22,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.018365126,0.994183362,0.031041702,0.991299987,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,23,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.019241549,0.993966639,0.027931849,0.992399991,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,24,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.018874411,0.994133353,0.028292816,0.991400003,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,25,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.015871946,0.994766653,0.029322335,0.991999984,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,26,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.017093826,0.994333327,0.033062547,0.991699994,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,27,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.015548285,0.994816661,0.027451614,0.991999984,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,28,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.013844222,0.995633304,0.026529541,0.992600024,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,29,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.013960593,0.995516658,0.031396721,0.9921,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,30,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.013257489,0.995816648,0.029591549,0.992200017,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,31,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.012567781,0.996150017,0.029310366,0.992299974,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,32,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.013652041,0.995816648,0.027680462,0.992200017,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,33,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.011340633,0.99634999,0.027922753,0.992999971,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,34,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.012387199,0.996316671,0.032109618,0.992299974,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,35,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.010797027,0.996633351,0.030704508,0.992399991,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,36,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.011735538,0.996283352,0.032379851,0.991900027,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,37,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.010595822,0.996516645,0.028171854,0.993600011,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,38,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.010690971,0.996450007,0.034788828,0.992399991,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,39,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.01004125,0.996833324,0.030405765,0.992900014,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,40,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.00993353,0.996716678,0.034806777,0.992500007,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,41,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.011259168,0.996500015,0.032824267,0.992500007,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,42,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.010624409,0.99666667,0.032770857,0.992999971,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,43,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.008364368,0.997133315,0.034684896,0.993099988,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,44,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.009433358,0.996749997,0.034040693,0.99180001,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,45,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.008521478,0.997516692,0.032156374,0.992900014,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,46,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.009913948,0.996800005,0.028664524,0.993300021,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,47,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.009144105,0.996900022,0.033368181,0.99150002,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,48,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.008807519,0.997066677,0.031065546,0.993200004,,,2021-10-28-13:38:31
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f4da874e3d0>,10,tensorflow,hymenoptera,49,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f4da668ceb0>,,0.008302337,0.997216642,0.034097359,0.9921,,,2021-10-28-13:38:31
